id,tanggal,bulan,bulan_inggris,kuartal,kota,kategori,merek,produk,unit_terjual,biaya_iklan_jt,pendapatan_jt,rata_rata_pendapatan_jt
TRX0526,2024-06-04,Juni,June,Q2,Medan,SUV,Mitsubishi,Eclipse Cross,20,41.18,8280,414
TRX0183,2024-06-04,Juni,June,Q2,Bandar Lampung,SUV,Mazda,CX-5,10,19.06,4990,499
TRX0390,2024-06-05,Juni,June,Q2,Tangerang,Sedan,Lexus,LS,4,22.37,7156,1789
TRX0037,2024-06-05,Juni,June,Q2,Bandar Lampung,Hatchback,Toyota,Yaris,4,12.84,1104,276
TRX0388,2024-06-06,Juni,June,Q2,Malang,LCGC,Suzuki,Karimun,19,47.93,3496,184
TRX0485,2024-06-06,Juni,June,Q2,Depok,MPV,Hyundai,Santa Fe,3,17.23,1839,613
TRX0385,2024-06-06,Juni,June,Q2,Palembang,MPV,Mercedes-Benz,GLC,6,14.27,7698,1283
TRX0260,2024-06-06,Juni,June,Q2,Jakarta,MPV,Suzuki,XL7,3,10.7,1014,338
TRX0595,2024-06-07,Juni,June,Q2,Tangerang,SUV,Nissan,X-Trail,18,51.02,7956,442
TRX0489,2024-06-08,Juni,June,Q2,Tangerang,SUV,Toyota,Rush,13,37.16,3952,304
TRX0407,2024-06-09,Juni,June,Q2,Semarang,MPV,Audi,e-tron,11,34.52,16335,1485
TRX0508,2024-06-09,Juni,June,Q2,Bandung,SUV,BMW,X5,1,7.78,1420,1420
TRX0559,2024-06-10,Juni,June,Q2,Bandar Lampung,Hatchback,Kia,Carnival,10,49.35,6150,615
TRX0149,2024-06-11,Juni,June,Q2,Jakarta,Hatchback,Honda,Jazz,17,41.09,4828,284
TRX0435,2024-06-11,Juni,June,Q2,Surabaya,LCGC,Toyota,Calya,9,37.57,1710,190
TRX0075,2024-06-11,Juni,June,Q2,Pekanbaru,Hatchback,BMW,X3,6,43.99,7182,1197
TRX0572,2024-06-11,Juni,June,Q2,Manado,MPV,Mazda,MX-5,12,22.83,8568,714
TRX0466,2024-06-11,Juni,June,Q2,Depok,Hatchback,Kia,Picanto,12,60.22,2184,182
TRX0330,2024-06-11,Juni,June,Q2,Bandung,MPV,Mazda,MX-5,12,25.77,8532,711
TRX0159,2024-06-11,Juni,June,Q2,Medan,Hatchback,Kia,Picanto,7,49.83,1414,202
TRX0184,2024-06-12,Juni,June,Q2,Samarinda,SUV,Hyundai,Creta,4,34.91,1592,398
TRX0001,2024-06-12,Juni,June,Q2,Medan,Hatchback,Toyota,Yaris,8,50.26,2144,268
TRX0010,2024-06-12,Juni,June,Q2,Padang,LCGC,Suzuki,Karimun,11,60.76,1914,174
TRX0085,2024-06-12,Juni,June,Q2,Bogor,SUV,Honda,Odyssey,19,45.75,12540,660
TRX0496,2024-06-13,Juni,June,Q2,Samarinda,SUV,Honda,Odyssey,3,14.82,1986,662
TRX0012,2024-06-13,Juni,June,Q2,Pekanbaru,SUV,Mitsubishi,Outlander,5,37.36,2575,515
TRX0198,2024-06-14,Juni,June,Q2,Malang,SUV,Nissan,Kicks,20,68.86,7760,388
TRX0256,2024-06-14,Juni,June,Q2,Balikpapan,Hatchback,Nissan,Kicks,13,55.13,4745,365
TRX0520,2024-06-14,Juni,June,Q2,Balikpapan,Sedan,Toyota,Camry,2,33.06,1132,566
TRX0414,2024-06-14,Juni,June,Q2,Bandung,Hatchback,Suzuki,Swift,7,51.78,1827,261
TRX0181,2024-06-15,Juni,June,Q2,Yogyakarta,Sedan,Mercedes-Benz,GLC,2,37.74,2620,1310
TRX0350,2024-06-15,Juni,June,Q2,Bandung,LCGC,Daihatsu,Sigra,8,18.09,1480,185
TRX0488,2024-06-15,Juni,June,Q2,Jakarta,Hatchback,Honda,Jazz,12,62.75,3300,275
TRX0491,2024-06-15,Juni,June,Q2,Palembang,Pickup,Nissan,Navara,3,53.7,1230,410
TRX0538,2024-06-16,Juni,June,Q2,Bandar Lampung,SUV,Daihatsu,Rocky,2,28.28,640,320
TRX0443,2024-06-16,Juni,June,Q2,Jakarta,MPV,Toyota,Innova,14,22.87,4956,354
TRX0192,2024-06-16,Juni,June,Q2,Yogyakarta,SUV,Daihatsu,Terios,12,60.55,3420,285
TRX0357,2024-06-16,Juni,June,Q2,Balikpapan,Sedan,Suzuki,S-Cross,14,61.17,4858,347
TRX0170,2024-06-16,Juni,June,Q2,Denpasar,Pickup,Mitsubishi,Delica,3,27.01,1395,465
TRX0161,2024-06-16,Juni,June,Q2,Bandung,SUV,Mitsubishi,Eclipse Cross,15,53.49,6255,417
TRX0510,2024-06-16,Juni,June,Q2,Semarang,Sedan,Nissan,Kicks,19,49.96,6992,368
TRX0565,2024-06-16,Juni,June,Q2,Depok,Sedan,BMW,3 Series,20,78.38,19940,997
TRX0324,2024-06-16,Juni,June,Q2,Tangerang,SUV,Daihatsu,Terios,15,53.26,4230,282
TRX0146,2024-06-17,Juni,June,Q2,Bogor,MPV,Suzuki,Ertiga,12,21.18,3396,283
TRX0303,2024-06-17,Juni,June,Q2,Semarang,Sedan,BMW,5 Series,13,65.43,17004,1308
TRX0539,2024-06-17,Juni,June,Q2,Bandar Lampung,MPV,Daihatsu,Xenia,2,39.28,486,243
TRX0524,2024-06-17,Juni,June,Q2,Bandar Lampung,MPV,Daihatsu,Xenia,11,40.87,2728,248
TRX0519,2024-06-18,Juni,June,Q2,Tangerang,Sedan,Mazda,Mazda3,4,32.1,1840,460
TRX0117,2024-06-19,Juni,June,Q2,Jakarta,MPV,Volkswagen,Passat,18,43.21,12312,684
TRX0269,2024-06-20,Juni,June,Q2,Padang,Hatchback,Suzuki,Swift,7,51.73,1743,249
TRX0457,2024-06-20,Juni,June,Q2,Yogyakarta,Hatchback,Kia,Picanto,20,52.23,4140,207
TRX0277,2024-06-20,Juni,June,Q2,Surabaya,SUV,Mercedes-Benz,GLA,14,37.27,15680,1120
TRX0050,2024-06-20,Juni,June,Q2,Palembang,SUV,Nissan,Kicks,11,47.84,4037,367
TRX0220,2024-06-21,Juni,June,Q2,Bogor,SUV,Daihatsu,Rocky,1,11.92,307,307
TRX0540,2024-06-21,Juni,June,Q2,Surabaya,MPV,Nissan,Serena,1,51.53,385,385
TRX0055,2024-06-21,Juni,June,Q2,Depok,MPV,Suzuki,XL7,5,22.08,1510,302
TRX0097,2024-06-21,Juni,June,Q2,Bekasi,SUV,Wuling,Almaz,6,45.56,2178,363
TRX0329,2024-06-22,Juni,June,Q2,Denpasar,MPV,Hyundai,Stargazer,19,46.02,7030,370
TRX0451,2024-06-22,Juni,June,Q2,Yogyakarta,SUV,Mazda,CX-5,4,49.32,1920,480
TRX0197,2024-06-22,Juni,June,Q2,Makassar,SUV,Toyota,Fortuner,20,27.76,11640,582
TRX0562,2024-06-22,Juni,June,Q2,Samarinda,Hatchback,Suzuki,Ignis,19,66.68,4009,211
TRX0499,2024-06-22,Juni,June,Q2,Malang,SUV,Toyota,Fortuner,4,35.14,2320,580
TRX0306,2024-06-22,Juni,June,Q2,Denpasar,Sedan,Mercedes-Benz,E-Class,14,21.1,16520,1180
TRX0052,2024-06-22,Juni,June,Q2,Makassar,Pickup,Wuling,Formo,13,29.27,2990,230
TRX0430,2024-06-23,Juni,June,Q2,Yogyakarta,SUV,Lexus,RX,8,46.17,9552,1194
TRX0421,2024-06-23,Juni,June,Q2,Jakarta,MPV,Hyundai,Stargazer,6,26.6,2064,344
TRX0233,2024-06-23,Juni,June,Q2,Bekasi,Sedan,Wuling,Air ev,8,33.73,1720,215
TRX0413,2024-06-24,Juni,June,Q2,Medan,Sedan,Audi,Q3,10,28.38,10000,1000
TRX0553,2024-06-24,Juni,June,Q2,Makassar,SUV,Hyundai,Creta,17,44.82,6460,380
TRX0589,2024-06-24,Juni,June,Q2,Samarinda,SUV,Nissan,X-Trail,2,39.93,878,439
TRX0073,2024-06-24,Juni,June,Q2,Samarinda,SUV,Mercedes-Benz,GLA,19,57.33,20938,1102
TRX0087,2024-06-24,Juni,June,Q2,Surabaya,MPV,Mitsubishi,Xpander,19,62.6,5795,305
TRX0428,2024-06-24,Juni,June,Q2,Padang,MPV,Lexus,LX,17,73.68,25330,1490
TRX0588,2024-06-25,Juni,June,Q2,Bogor,Sedan,BMW,7 Series,5,22.44,8925,1785
TRX0041,2024-06-25,Juni,June,Q2,Semarang,MPV,Kia,Seltos,19,35.03,7391,389
TRX0228,2024-06-25,Juni,June,Q2,Jakarta,MPV,Wuling,Air ev,19,63.59,3686,194
TRX0308,2024-06-25,Juni,June,Q2,Bandar Lampung,SUV,Mitsubishi,Outlander,1,20.18,486,486
TRX0362,2024-06-26,Juni,June,Q2,Jakarta,SUV,Nissan,X-Trail,13,39.9,5668,436
TRX0285,2024-06-26,Juni,June,Q2,Manado,SUV,Hyundai,Palisade,3,32.01,2292,764
TRX0062,2024-06-26,Juni,June,Q2,Semarang,SUV,BMW,X3,14,45.15,16814,1201
TRX0479,2024-06-27,Juni,June,Q2,Depok,SUV,BMW,X5,13,73.58,18278,1406
TRX0529,2024-06-27,Juni,June,Q2,Manado,SUV,Honda,HR-V,5,48.79,1950,390
TRX0108,2024-06-27,Juni,June,Q2,Tangerang,Sedan,Wuling,Air ev,14,60.32,2800,200
TRX0444,2024-06-28,Juni,June,Q2,Semarang,LCGC,Suzuki,Karimun,1,36.27,186,186
TRX0092,2024-06-28,Juni,June,Q2,Pekanbaru,Hatchback,Honda,Jazz,8,45.19,2400,300
TRX0383,2024-06-28,Juni,June,Q2,Malang,MPV,Wuling,Cortez,19,43.9,5529,291
TRX0493,2024-06-28,Juni,June,Q2,Balikpapan,SUV,Lexus,RX,5,40.04,6045,1209
TRX0201,2024-06-29,Juni,June,Q2,Pekanbaru,Hatchback,Suzuki,Ignis,10,28.31,2120,212
TRX0182,2024-06-29,Juni,June,Q2,Bogor,SUV,Hyundai,Santa Fe,3,16.88,1788,596
TRX0261,2024-06-29,Juni,June,Q2,Surabaya,LCGC,Suzuki,Karimun,2,17.2,376,188
TRX0369,2024-06-29,Juni,June,Q2,Samarinda,Sedan,Toyota,Camry,11,58.48,5885,535
TRX0023,2024-06-30,Juni,June,Q2,Surabaya,MPV,Suzuki,Ertiga,2,29.97,528,264
TRX0209,2024-06-30,Juni,June,Q2,Tangerang,Pickup,Nissan,Navara,10,33.18,4160,416
TRX0084,2024-06-30,Juni,June,Q2,Padang,SUV,Mitsubishi,Outlander,2,21.98,1030,515
